cohort,seed,budget,uniform_ISR,pivot_ISR,uniform_minus_pivot
original,1400003,1,0.15451336090996026,0.0,0.15451336090996026
original,1400040,1,0.2854866390900398,0.0,0.2854866390900398
original,1400077,1,0.0,0.1323222748815166,-0.1323222748815166
original,1400114,1,0.13232227488151638,0.15457563329751722,-0.022253358416000846
original,1400151,1,0.0,0.15451336090996026,-0.15451336090996026
original,1400188,1,0.13232227488151638,0.11013118885307271,0.022191086028443663
original,1400225,1,0.022191086028443663,0.022191086028443663,0.0
original,1400262,1,0.0,0.0,0.0
original,1400299,1,0.0,0.0,0.0
original,1400336,1,0.022191086028443663,0.022191086028443663,0.0
original,1400373,1,0.057746641583999225,0.11006891646551575,-0.05232227488151653
original,1400410,1,0.022191086028443663,0.15451336090996026,-0.1323222748815166
original,1400447,1,0.13552441936177706,0.15451336090996026,-0.018988941548183202
original,1400484,1,0.20326441686781754,0.20326441686781754,0.0
original,1400521,1,0.15451336090996032,0.0,0.15451336090996032
original,1400558,1,0.022191086028443663,0.022191086028443663,0.0
original,1400595,1,0.09107997491733255,0.0,0.09107997491733255
original,1400632,1,0.0,0.029868811146927077,-0.029868811146927077
original,1400669,1,0.022191086028443663,0.022191086028443663,0.0
original,1400706,1,0.0,0.0,0.0
original,1400743,1,0.0,0.0,0.0
original,1400780,1,0.0,0.13232227488151638,-0.13232227488151638
original,1400817,1,0.0,0.24326441686781758,-0.24326441686781758
original,1400854,1,0.0,0.0,0.0
original,1400891,1,0.0,0.1323222748815166,-0.1323222748815166
original,1400928,1,0.15451336090996026,0.15451336090996026,0.0
original,1400965,1,0.0,0.05232227488151653,-0.05232227488151653
original,1401002,1,0.022191086028443663,0.022191086028443663,0.0
original,1401039,1,0.0,0.022191086028443663,-0.022191086028443663
original,1401076,1,0.20548663909003972,0.3632644168678175,-0.1577777777777778
original,1401113,1,0.022191086028443663,0.022191086028443663,0.0
original,1401150,1,0.0,0.0,0.0
original,1401187,1,0.0,0.0,0.0
original,1401224,1,0.0,0.0832644168678176,-0.0832644168678176
original,1401261,1,0.08565560821484974,0.21797788309636634,-0.1323222748815166
original,1401298,1,0.0,0.0,0.0
original,1401335,1,0.0,0.0,0.0
original,1401372,1,0.0,0.0,0.0
original,1401409,1,0.0,0.1323222748815166,-0.1323222748815166
original,1401446,1,0.11006891646551575,0.11006891646551575,0.0
original,1401483,1,0.0,0.0,0.0
original,1401520,1,0.0,0.0,0.0
original,1401557,1,0.0,0.0,0.0
original,1401594,1,0.09552441936177702,0.15451336090996026,-0.05898894154818324
original,1401631,1,0.0,0.0,0.0
original,1401668,1,0.022191086028443663,0.022191086028443663,0.0
original,1401705,1,0.24548663909003982,0.24548663909003982,0.0
original,1401742,1,0.022191086028443663,0.06320214448026051,-0.04101105845181685
original,1401779,1,0.022191086028443663,0.022191086028443663,0.0
original,1401816,1,0.0,0.0,0.0
original,1401853,1,0.0,0.0,0.0
original,1401890,1,0.0,0.0,0.0
original,1401927,1,0.0,0.11006891646551575,-0.11006891646551575
original,1401964,1,0.09898894154818316,0.23131121642969976,-0.1323222748815166
original,1402001,1,0.15451336090996026,0.0,0.15451336090996026
original,1402038,1,0.13232227488151638,0.13232227488151638,0.0
original,1402075,1,0.0,0.1323222748815166,-0.1323222748815166
original,1402112,1,0.022191086028443663,0.022191086028443663,0.0
original,1402149,1,0.0,0.11006891646551575,-0.11006891646551575
original,1402186,1,0.07881997242337313,0.07881997242337313,0.0
original,1400003,2,0.04444444444444451,0.0,0.04444444444444451
original,1400040,2,0.2854866390900398,0.0,0.2854866390900398
original,1400077,2,0.0,0.0,0.0
original,1400114,2,0.13232227488151638,0.13232227488151638,0.0
original,1400151,2,0.0,0.029868811146927077,-0.029868811146927077
original,1400188,2,0.13232227488151638,0.11013118885307271,0.022191086028443663
original,1400225,2,0.0,0.022191086028443663,-0.022191086028443663
original,1400262,2,0.0,0.0,0.0
original,1400299,2,0.0,0.0,0.0
original,1400336,2,0.022191086028443663,0.0,0.022191086028443663
original,1400373,2,0.0,0.057746641583999225,-0.057746641583999225
original,1400410,2,0.022191086028443663,0.022191086028443663,0.0
original,1400447,2,0.13552441936177706,0.13552441936177706,0.0
original,1400484,2,0.20326441686781754,0.3254866390900398,-0.12222222222222223
original,1400521,2,0.15451336090996032,0.0,0.15451336090996032
original,1400558,2,0.022191086028443663,0.022191086028443663,0.0
original,1400595,2,0.09107997491733255,0.0,0.09107997491733255
original,1400632,2,0.0,0.022191086028443663,-0.022191086028443663
original,1400669,2,0.022191086028443663,0.022191086028443663,0.0
original,1400706,2,0.0,0.0,0.0
original,1400743,2,0.0,0.0,0.0
original,1400780,2,0.0,0.0,0.0
original,1400817,2,0.0,0.0,0.0
